Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066214,2020,07,31,18.8,1,Y
IDCJAC0010,066214,2020,08,01,20.3,1,Y
IDCJAC0010,066214,2020,08,02,20.1,1,Y
IDCJAC0010,066214,2020,08,03,21.8,1,Y
IDCJAC0010,066214,2020,08,04,21.5,1,Y
IDCJAC0010,066214,2020,08,05,18.1,1,Y
IDCJAC0010,066214,2020,08,06,17.6,1,Y
IDCJAC0010,066214,2020,08,07,13.6,1,Y
IDCJAC0010,066214,2020,08,08,15.8,1,Y
IDCJAC0010,066214,2020,08,09,14.7,1,Y
IDCJAC0010,066214,2020,08,10,16.8,1,Y
IDCJAC0010,066214,2020,08,11,18.2,1,Y
IDCJAC0010,066214,2020,08,12,18.6,1,Y
IDCJAC0010,066214,2020,08,13,23.3,1,Y
IDCJAC0010,066214,2020,08,14,17.6,1,Y
IDCJAC0010,066214,2020,08,15,20.6,1,Y
IDCJAC0010,066214,2020,08,16,20.6,1,Y
IDCJAC0010,066214,2020,08,17,21.0,1,Y
IDCJAC0010,066214,2020,08,18,21.3,1,Y
IDCJAC0010,066214,2020,08,19,21.4,1,Y
IDCJAC0010,066214,2020,08,20,18.7,1,Y
IDCJAC0010,066214,2020,08,21,18.4,1,Y
IDCJAC0010,066214,2020,08,22,15.8,1,Y
IDCJAC0010,066214,2020,08,23,17.3,1,Y
IDCJAC0010,066214,2020,08,24,19.6,1,Y
IDCJAC0010,066214,2020,08,25,18.9,1,Y
IDCJAC0010,066214,2020,08,26,20.1,1,Y
IDCJAC0010,066214,2020,08,27,22.4,1,Y
IDCJAC0010,066214,2020,08,28,19.6,1,Y
IDCJAC0010,066214,2020,08,29,22.3,1,Y
IDCJAC0010,066214,2020,08,30,24.7,1,Y
IDCJAC0010,066214,2020,08,31,22.6,1,Y
IDCJAC0010,066214,2020,09,01,19.6,1,Y
IDCJAC0010,066214,2020,09,02,24.1,1,Y
IDCJAC0010,066214,2020,09,03,30.5,1,Y
IDCJAC0010,066214,2020,09,04,20.7,1,Y
IDCJAC0010,066214,2020,09,05,22.3,1,Y
IDCJAC0010,066214,2020,09,06,21.2,1,Y
IDCJAC0010,066214,2020,09,07,22.7,1,Y
IDCJAC0010,066214,2020,09,08,23.5,1,Y
IDCJAC0010,066214,2020,09,09,16.1,1,Y
IDCJAC0010,066214,2020,09,10,19.4,1,Y
IDCJAC0010,066214,2020,09,11,20.7,1,Y
IDCJAC0010,066214,2020,09,12,22.7,1,Y
IDCJAC0010,066214,2020,09,13,25.6,1,Y
IDCJAC0010,066214,2020,09,14,22.1,1,Y
IDCJAC0010,066214,2020,09,15,22.9,1,Y
IDCJAC0010,066214,2020,09,16,24.2,1,Y
IDCJAC0010,066214,2020,09,17,31.7,1,Y
IDCJAC0010,066214,2020,09,18,18.2,1,Y
IDCJAC0010,066214,2020,09,19,23.0,1,Y
IDCJAC0010,066214,2020,09,20,23.5,1,Y
IDCJAC0010,066214,2020,09,21,29.2,1,Y
IDCJAC0010,066214,2020,09,22,26.7,1,Y
IDCJAC0010,066214,2020,09,23,24.2,1,Y
IDCJAC0010,066214,2020,09,24,21.9,1,Y
IDCJAC0010,066214,2020,09,25,24.3,1,Y
IDCJAC0010,066214,2020,09,26,18.0,1,Y
IDCJAC0010,066214,2020,09,27,18.9,1,Y
IDCJAC0010,066214,2020,09,28,20.2,1,Y
IDCJAC0010,066214,2020,09,29,21.1,1,Y
IDCJAC0010,066214,2020,09,30,20.8,1,Y
IDCJAC0010,066214,2020,10,01,25.5,1,Y
IDCJAC0010,066214,2020,10,02,24.7,1,Y
IDCJAC0010,066214,2020,10,03,25.2,1,Y
IDCJAC0010,066214,2020,10,04,24.8,1,Y
IDCJAC0010,066214,2020,10,05,33.7,1,Y
IDCJAC0010,066214,2020,10,06,19.8,1,Y
IDCJAC0010,066214,2020,10,07,21.5,1,Y
IDCJAC0010,066214,2020,10,08,29.4,1,Y
IDCJAC0010,066214,2020,10,09,23.5,1,Y
IDCJAC0010,066214,2020,10,10,26.0,1,Y
IDCJAC0010,066214,2020,10,11,28.2,1,Y
IDCJAC0010,066214,2020,10,12,25.3,1,Y
IDCJAC0010,066214,2020,10,13,28.8,1,Y
IDCJAC0010,066214,2020,10,14,23.5,1,Y
IDCJAC0010,066214,2020,10,15,25.8,1,Y
IDCJAC0010,066214,2020,10,16,19.7,1,Y
IDCJAC0010,066214,2020,10,17,26.3,1,Y
IDCJAC0010,066214,2020,10,18,26.2,1,Y
IDCJAC0010,066214,2020,10,19,21.3,1,Y
IDCJAC0010,066214,2020,10,20,22.2,1,Y
IDCJAC0010,066214,2020,10,21,24.6,1,Y
IDCJAC0010,066214,2020,10,22,26.3,1,Y
IDCJAC0010,066214,2020,10,23,25.7,1,Y
IDCJAC0010,066214,2020,10,24,26.0,1,Y
IDCJAC0010,066214,2020,10,25,15.2,1,Y
IDCJAC0010,066214,2020,10,26,16.6,1,Y
