Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,009225,2020,11,07,29.6,1,Y
IDCJAC0010,009225,2020,11,08,25.5,1,Y
IDCJAC0010,009225,2020,11,09,18.6,1,Y
IDCJAC0010,009225,2020,11,10,19.0,1,Y
IDCJAC0010,009225,2020,11,11,20.8,1,Y
IDCJAC0010,009225,2020,11,12,22.7,1,Y
IDCJAC0010,009225,2020,11,13,22.9,1,Y
IDCJAC0010,009225,2020,11,14,21.6,1,Y
IDCJAC0010,009225,2020,11,15,22.1,1,Y
IDCJAC0010,009225,2020,11,16,24.3,1,Y
IDCJAC0010,009225,2020,11,17,23.5,1,Y
IDCJAC0010,009225,2020,11,18,25.2,1,Y
IDCJAC0010,009225,2020,11,19,25.7,1,Y
IDCJAC0010,009225,2020,11,20,26.3,1,Y
IDCJAC0010,009225,2020,11,21,25.2,1,Y
IDCJAC0010,009225,2020,11,22,28.2,1,Y
IDCJAC0010,009225,2020,11,23,35.1,1,Y
IDCJAC0010,009225,2020,11,24,33.7,1,Y
IDCJAC0010,009225,2020,11,25,28.9,1,Y
IDCJAC0010,009225,2020,11,26,24.1,1,Y
IDCJAC0010,009225,2020,11,27,23.5,1,Y
IDCJAC0010,009225,2020,11,28,23.5,1,Y
IDCJAC0010,009225,2020,11,29,23.6,1,Y
IDCJAC0010,009225,2020,11,30,19.4,1,Y
IDCJAC0010,009225,2020,12,01,23.5,1,N
IDCJAC0010,009225,2020,12,02,,,
IDCJAC0010,009225,2020,12,03,28.8,1,N
IDCJAC0010,009225,2020,12,04,23.9,1,N
IDCJAC0010,009225,2020,12,05,23.4,1,N
IDCJAC0010,009225,2020,12,06,25.0,1,N
IDCJAC0010,009225,2020,12,07,33.1,1,N
IDCJAC0010,009225,2020,12,08,39.4,1,N
IDCJAC0010,009225,2020,12,09,33.1,1,N
IDCJAC0010,009225,2020,12,10,36.3,1,N
IDCJAC0010,009225,2020,12,11,33.1,1,N
IDCJAC0010,009225,2020,12,12,32.7,1,N
IDCJAC0010,009225,2020,12,13,23.1,1,N
IDCJAC0010,009225,2020,12,14,23.5,1,N
IDCJAC0010,009225,2020,12,15,29.0,1,N
IDCJAC0010,009225,2020,12,16,29.3,1,N
IDCJAC0010,009225,2020,12,17,30.3,1,N
IDCJAC0010,009225,2020,12,18,31.2,1,N
IDCJAC0010,009225,2020,12,19,34.3,1,N
IDCJAC0010,009225,2020,12,20,31.1,1,N
IDCJAC0010,009225,2020,12,21,32.9,1,N
IDCJAC0010,009225,2020,12,22,36.1,1,N
IDCJAC0010,009225,2020,12,23,40.2,1,N
IDCJAC0010,009225,2020,12,24,41.1,1,N
IDCJAC0010,009225,2020,12,25,40.4,1,N
IDCJAC0010,009225,2020,12,26,29.6,1,N
IDCJAC0010,009225,2020,12,27,29.7,1,N
IDCJAC0010,009225,2020,12,28,34.1,1,N
IDCJAC0010,009225,2020,12,29,39.0,1,N
IDCJAC0010,009225,2020,12,30,33.6,1,N
IDCJAC0010,009225,2020,12,31,30.8,1,N
